Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolate,Lat_Lon,Isolation_Source,Sample_Type,env_biome,Genotype,TISSUE,sex,Sample_name,collected_by,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,dev_stage,Strain,ArrayExpress-SPECIES,AssemblyName,Host,isol_growth_condt,estimated_size,Ploidy,env_feature,env_material,num_replicons,propagation,env_broad_scale,env_local_scale,env_medium,BARCODE,GEO_Accession (exp),source_name,CULTURE_COLLECTION,Tax_ID,Type,Altitude,biotic_relationship,Cultivar,Ecotype,host_body_product,Host_disease,host_genotype,host_scientific_name,host_taxid,pathogenicity,samp_mat_process,trophic_level,Sample_Description,Age,BIOMATERIAL_PROVIDER,BREED,isolation-source,health_state,host_body_habitat,host_tissue_sampled,sample_comment
SRR3177900,WGS,502,611570034,PRJNA280606,SAMN04494438,388625608,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592341,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:19:00Z,1,VANC/90/UBC/57,SRP056976,VANC/90/UBC/57,"Microbe\, viral or environmental",1989-12-05,Canada,North America,Canada: Bella Coola,VANC/90/UBC/57,52.38 N 126.76 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177903,WGS,502,916514954,PRJNA280606,SAMN04494439,537360014,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1592343,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:20:00Z,1,VANC/90/UBC/58,SRP056976,VANC/90/UBC/58,"Microbe\, viral or environmental",1990-09-12,Canada,North America,Canada: Mission Creek,VANC/90/UBC/58,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177917,WGS,502,1372724020,PRJNA280606,SAMN04494440,866503010,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1592344,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:23:00Z,1,VANC/90/UBC/61,SRP056976,VANC/90/UBC/61,"Microbe\, viral or environmental",1990-07-05,Canada,North America,Canada: Barriere,VANC/90/UBC/61,51.18 N 120.12 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177919,WGS,502,745443896,PRJNA280606,SAMN04494441,485800343,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1592345,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:21:00Z,1,VANC/90/UBC/62,SRP056976,VANC/90/UBC/62,"Microbe\, viral or environmental",1990-07-31,Canada,North America,Canada: Barriere,VANC/90/UBC/62,51.18 N 120.12 W,water,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177926,WGS,502,1056681888,PRJNA280606,SAMN04494442,689905939,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1592346,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:22:00Z,1,VANC/90/UBC/63,SRP056976,VANC/90/UBC/63,"Microbe\, viral or environmental",1991-01-04,Canada,North America,Canada: Barriere,VANC/90/UBC/63,51.18 N 120.12 W,human,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177927,WGS,476,1714603884,PRJNA280606,SAMN04494443,967305959,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1592347,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:31:00Z,1,VANC/90/UBC/64,SRP056976,VANC/90/UBC/64,"Microbe\, viral or environmental",1990-12-11,Canada,North America,Canada: Barriere,VANC/90/UBC/64,51.18 N 120.12 W,human,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177928,WGS,502,758704226,PRJNA280606,SAMN04494444,498168509,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592348,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:26:00Z,1,VANC/91/UBC/65,SRP056976,VANC/91/UBC/65,"Microbe\, viral or environmental",1991-01-22,Canada,North America,Canada: Barriere,VANC/91/UBC/65,51.18 N 120.12 W,human,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177929,WGS,502,618499140,PRJNA280606,SAMN04494445,398334209,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592349,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:26:00Z,1,VANC/91/UBC/67,SRP056976,VANC/91/UBC/67,"Microbe\, viral or environmental",1991-04-18,Canada,North America,Canada: Terrace,VANC/91/UBC/67,54.51 N 128.61 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177930,WGS,502,1377588902,PRJNA280606,SAMN04494446,825902250,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1592350,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:32:00Z,1,VANC/91/UBC/68_1,SRP056976,VANC/91/UBC/68_1,"Microbe\, viral or environmental",1991-04-19,Canada,North America,Canada: Terrace,VANC/91/UBC/68_1,54.51 N 128.61 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177931,WGS,502,602390462,PRJNA280606,SAMN04494447,365859739,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1592351,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:29:00Z,1,VANC/91/UBC/68_2,SRP056976,VANC/91/UBC/68_2,"Microbe\, viral or environmental",1991-04-19,Canada,North America,Canada: Terrace,VANC/91/UBC/68_2,54.51 N 128.61 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177932,WGS,476,718218788,PRJNA280606,SAMN04494403,392223560,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592352,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:29:00Z,1,BE-1(IP-0482:1)/15,SRP056976,BE-1(IP-0482:1)/15,"Microbe\, viral or environmental",1985-06-08,Canada,North America,Canada: Banff,BE-1(IP-0482:1)/15,51.17 N 115.57 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177933,WGS,502,846180738,PRJNA280606,SAMN04494448,505547569,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1592353,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:30:00Z,1,VANC/91/UBC/69,SRP056976,VANC/91/UBC/69,"Microbe\, viral or environmental",1991-02-20,Canada,North America,Canada: Muskwa River,VANC/91/UBC/69,55.76 N 120.24 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177934,WGS,502,668219730,PRJNA280606,SAMN04494449,397621000,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1592354,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:31:00Z,1,VANC/91/UBC/72,SRP056976,VANC/91/UBC/72,"Microbe\, viral or environmental",1991-04-04,Canada,North America,Canada: South Thompson,VANC/91/UBC/72,50.74 N 120.18 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177935,WGS,502,2092620132,PRJNA280606,SAMN04494450,1248337304,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1592355,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:46:00Z,1,VANC/91/UBC/73,SRP056976,VANC/91/UBC/73,"Microbe\, viral or environmental",1991-06-24,Canada,North America,Canada: Kamloops,VANC/91/UBC/73,50.67 N 120.33 W,human,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177936,WGS,502,2919046668,PRJNA280606,SAMN04494451,1675937687,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1592356,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:48:00Z,1,VANC/91/UBC/74,SRP056976,VANC/91/UBC/74,"Microbe\, viral or environmental",1991-12-12,Canada,North America,Canada: Mission Creek,VANC/91/UBC/74,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177937,WGS,502,567688708,PRJNA280606,SAMN04494452,400884259,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1592357,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:43:00Z,1,VANC/91/UBC/85,SRP056976,VANC/91/UBC/85,"Microbe\, viral or environmental",1991-05-01,Canada,North America,Canada: Mission Creek,VANC/91/UBC/85,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177946,WGS,502,789347310,PRJNA280606,SAMN04494453,466413839,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1592358,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:43:00Z,1,VANC/92/UBC/101,SRP056976,VANC/92/UBC/101,"Microbe\, viral or environmental",1992-09-23,Canada,North America,Canada: Mission Creek,VANC/92/UBC/101,49.80 N 119.47 W,water,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177947,WGS,502,1441573822,PRJNA280606,SAMN04494454,843201298,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1592368,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:49:00Z,1,VANC/92/UBC/102,SRP056976,VANC/92/UBC/102,"Microbe\, viral or environmental",1992-09-30,Canada,North America,Canada: Mission Creek,VANC/92/UBC/102,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177948,WGS,502,1073499892,PRJNA280606,SAMN04494455,712881324,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1592377,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:48:00Z,1,VANC/92/UBC/103,SRP056976,VANC/92/UBC/103,"Microbe\, viral or environmental",1992-10-01,Canada,North America,Canada: Mission Creek,VANC/92/UBC/103,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177949,WGS,502,1102404550,PRJNA280606,SAMN04494456,656447477,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592380,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:49:00Z,1,VANC/92/UBC/104,SRP056976,VANC/92/UBC/104,"Microbe\, viral or environmental",1992-11-04,Canada,North America,Canada: Mission Creek,VANC/92/UBC/104,49.80 N 119.47 W,water,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177950,WGS,502,1210370694,PRJNA280606,SAMN04494457,739027740,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1592388,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:48:00Z,1,VANC/92/UBC/107,SRP056976,VANC/92/UBC/107,"Microbe\, viral or environmental",1992-12-15,Canada,North America,Canada: Vancouver,VANC/92/UBC/107,49.28 N 123.12 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177951,WGS,502,987563014,PRJNA280606,SAMN04494404,653063706,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1592392,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:49:00Z,1,BE-2(IPO583:1)/14,SRP056976,BE-2(IPO583:1)/14,"Microbe\, viral or environmental",1985-06-08,Canada,North America,Canada: Banff,BE-2(IPO583:1)/14,51.17 N 115.57 W,BEAVER,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177952,WGS,502,1316105448,PRJNA280606,SAMN04494458,769689347,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1592403,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T16:55:00Z,1,VANC/92/UBC/84,SRP056976,VANC/92/UBC/84,"Microbe\, viral or environmental",1992-04-09,Canada,North America,Canada: Mission Creek,VANC/92/UBC/84,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177955,WGS,502,2180445534,PRJNA280606,SAMN04494459,1261833004,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1592413,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:07:00Z,1,VANC/92/UBC/98,SRP056976,VANC/92/UBC/98,"Microbe\, viral or environmental",1992-07-14,Canada,North America,Canada: Mission Creek,VANC/92/UBC/98,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177962,WGS,502,692963310,PRJNA280606,SAMN04494460,480646088,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1592414,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:03:00Z,1,VANC/92/UBC/99,SRP056976,VANC/92/UBC/99,"Microbe\, viral or environmental",1992-09-04,Canada,North America,Canada: Mission Creek,VANC/92/UBC/99,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177974,WGS,502,1537330824,PRJNA280606,SAMN04494461,948885924,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1592415,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:05:00Z,1,VANC/93/UBC/105,SRP056976,VANC/93/UBC/105,"Microbe\, viral or environmental",1993-09-16,Canada,North America,Canada: Mission Creek,VANC/93/UBC/105,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177978,WGS,502,1310987056,PRJNA280606,SAMN04494462,885851080,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1592418,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:04:00Z,1,VANC/93/UBC/106,SRP056976,VANC/93/UBC/106,"Microbe\, viral or environmental",1993-09-23,Canada,North America,Canada: Mission Creek,VANC/93/UBC/106,49.80 N 119.47 W,water,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3177990,WGS,502,896756736,PRJNA280606,SAMN04494463,620145310,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592419,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:03:00Z,1,VANC/93/UBC/39,SRP056976,VANC/93/UBC/39,"Microbe\, viral or environmental",1993-07-02,Canada,North America,Canada: Campbell River,VANC/93/UBC/39,50.03 N 125.27 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178001,WGS,502,1918207762,PRJNA280606,SAMN04494464,1143524772,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1592420,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:02:00Z,1,VANC/93/UBC/70,SRP056976,VANC/93/UBC/70,"Microbe\, viral or environmental",1993-06-08,Canada,North America,Canada: Barriere,VANC/93/UBC/70,51.18 N 120.12 W,human,trophozoites,giardiasis,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178007,WGS,502,2355529078,PRJNA280606,SAMN04494465,1420266903,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1592422,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:07:00Z,1,VANC/94/UBC/121,SRP056976,VANC/94/UBC/121,"Microbe\, viral or environmental",1994-05-27,Canada,North America,Canada: Chilliwack,VANC/94/UBC/121,49.16 N 121.95 W,water,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178008,WGS,502,809068380,PRJNA280606,SAMN04494466,562158822,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1592424,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:03:00Z,1,VANC/94/UBC/122,SRP056976,VANC/94/UBC/122,"Microbe\, viral or environmental",1994-08-16,Canada,North America,Canada: Mission Creek,VANC/94/UBC/122,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178009,WGS,502,741307918,PRJNA280606,SAMN04494467,535244774,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1592425,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:07:00Z,1,VANC/94/UBC/124,SRP056976,VANC/94/UBC/124,"Microbe\, viral or environmental",1994-09-26,Canada,North America,Canada: Mission Creek,VANC/94/UBC/124,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178010,WGS,502,1018958094,PRJNA280606,SAMN04494405,730797299,UNIVERSITY OF BRITISH COLUMBIA,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1592426,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:06:00Z,1,BTW/109,SRP056976,BTW/109,"Microbe\, viral or environmental",1993-06-01,Canada,North America,Canada: Botwood,BTW/109,49.14 N 55.34 W,water,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178011,WGS,502,689914162,PRJNA280606,SAMN04494468,491401563,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592427,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:06:00Z,1,VANC/94/UBC/125,SRP056976,VANC/94/UBC/125,"Microbe\, viral or environmental",1994-10-17,Canada,North America,Canada: Mission Creek,VANC/94/UBC/125,49.80 N 119.47 W,water,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178012,WGS,502,1057442418,PRJNA280606,SAMN04494469,716970825,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1592429,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:10:00Z,1,VANC/96/UBC/126,SRP056976,VANC/96/UBC/126,"Microbe\, viral or environmental",1995-09-28,Canada,North America,Canada: Revelstoke,VANC/96/UBC/126,51.01 N 118.20 W,human,trophozoites,watershed,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178013,WGS,502,2123112114,PRJNA280606,SAMN04494470,1253241098,UNIVERSITY OF BRITISH COLUMBIA,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1592432,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:15:00Z,1,VANC/96/UBC/127,SRP056976,VANC/96/UBC/127,"Microbe\, viral or environmental",1995-08-30,Canada,North America,Canada: Revelstoke,VANC/96/UBC/127,51.01 N 118.20 W,BEAVER,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3178014,WGS,502,960065462,PRJNA280606,SAMN04494471,665210241,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1592434,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,2017-04-30T00:00:00Z,2016-02-18T17:14:00Z,1,VANC/96/UBC/128,SRP056976,VANC/96/UBC/128,"Microbe\, viral or environmental",1995-09-12,Canada,North America,Canada: Revelstoke,VANC/96/UBC/128,51.01 N 118.20 W,human,trophozoites,watershed,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
