id	accession	run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	parent_study	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	description	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera	fastq_1	fastq_2	md5_1	md5_2	single_end	location	collection_date_year
SRX1592245_SRR3177753	SAMN04494419	SRR3177753	SRX1592245	SAMN04494419	SRS1300349	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_23_L001_R2_001.fastq	VANC/87/UBC/23	VANC/87/UBC/23	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/23	Illumina MiSeq	ILLUMINA	2192403676	4367338	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	7a4513943229c19420f6a8bb173efa2a;d5b985c03143a90449a59b09407216f9	772301278;827066194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz	7a4513943229c19420f6a8bb173efa2a	d5b985c03143a90449a59b09407216f9	FALSE	BC	1987
SRX1592255_SRR3177754	SAMN04494420	SRR3177754	SRX1592255	SAMN04494420	SRS1300355	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_25_L001_R2_001.fastq	VANC/87/UBC/25	VANC/87/UBC/25	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/25	Illumina MiSeq	ILLUMINA	1226354374	2442937	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	5a7f23b20d68c6abdd85d5f66ea02a20;ee5bf5b79b054b7bbf69599c2f4b28da	451848894;490509152	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz	5a7f23b20d68c6abdd85d5f66ea02a20	ee5bf5b79b054b7bbf69599c2f4b28da	FALSE	BC	1987
SRX1592263_SRR3177755	SAMN04494421	SRR3177755	SRX1592263	SAMN04494421	SRS1300369	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_26_L001_R2_001.fastq	VANC/87/UBC/26	VANC/87/UBC/26	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/26	Illumina MiSeq	ILLUMINA	1529174830	3046165	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	3a8b1fd3716e2e51e852bfcc291b8144;1951723995b377a960ba0a074f9d8134	525296068;588384272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz	3a8b1fd3716e2e51e852bfcc291b8144	1951723995b377a960ba0a074f9d8134	FALSE	BC	1987
SRX1592271_SRR3177757	SAMN04494422	SRR3177757	SRX1592271	SAMN04494422	SRS1300376	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_27_L001_R1_001.fastq	VANC/87/UBC/27	VANC/87/UBC/27	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/27	Illumina MiSeq	ILLUMINA	850770022	1694761	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	43cd1a465939312aedf5f4afbe1fc812;1d973c3e8aaeca0ab5051bd400b38989	358796905;367543960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz	43cd1a465939312aedf5f4afbe1fc812	1d973c3e8aaeca0ab5051bd400b38989	FALSE	BC	1987
SRX1592280_SRR3177759	SAMN04494423	SRR3177759	SRX1592280	SAMN04494423	SRS1300383	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_28_L001_R1_001.fastq	VANC/87/UBC/28	VANC/87/UBC/28	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/28	Illumina MiSeq	ILLUMINA	1103813162	2198831	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	cb562bf1178fa9ea439e2b7fd415f199;739a40e1e967c369a91143898cf2220f	388646946;406936823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz	cb562bf1178fa9ea439e2b7fd415f199	739a40e1e967c369a91143898cf2220f	FALSE	BC	1987
SRX1592286_SRR3177760	SAMN04494424	SRR3177760	SRX1592286	SAMN04494424	SRS1300389	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_29_R1_001.fastq	VANC/87/UBC/29	VANC/87/UBC/29	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/29	Illumina MiSeq	ILLUMINA	721983428	1438214	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	aad460bff686c543bb8dd18ead858f21;2a4d50a8a7d4668530c1f18e3c28e29e	303011587;315116517	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz	aad460bff686c543bb8dd18ead858f21	2a4d50a8a7d4668530c1f18e3c28e29e	FALSE	BC	1987
SRX1592295_SRR3177763	SAMN04494425	SRR3177763	SRX1592295	SAMN04494425	SRS1300396	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_87_UBC_8_L001_R1_001.fastq	VANC/87/UBC/8	VANC/87/UBC/8	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/87/UBC/8	Illumina MiSeq	ILLUMINA	1083399324	2276049	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	c62ff84d08d5f419b05e4fed34b5b1bc;a93b736e20b9011f2bbdb94e7ce782ba	382800281;377471231	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz	c62ff84d08d5f419b05e4fed34b5b1bc	a93b736e20b9011f2bbdb94e7ce782ba	FALSE	BC	1987
SRX1592307_SRR3177765	SAMN04494426	SRR3177765	SRX1592307	SAMN04494426	SRS1300410	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_88_UBC_34_L001_R1_001.fastq	VANC/88/UBC/34	VANC/88/UBC/34	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/88/UBC/34	Illumina MiSeq	ILLUMINA	1349080322	2687411	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	42c779cc0db52a800d674d9408de2279;373921750ffe36a5e39decda5c2ffc59	531528360;573002775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz	42c779cc0db52a800d674d9408de2279	373921750ffe36a5e39decda5c2ffc59	FALSE	BC	1988
SRX1592314_SRR3177768	SAMN04494427	SRR3177768	SRX1592314	SAMN04494427	SRS1300417	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_88_UBC_35_L001_R1_001.fastq	VANC/88/UBC/35	VANC/88/UBC/35	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/88/UBC/35	Illumina MiSeq	ILLUMINA	1041558636	2074818	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	1600be18d87ae793c949730d95d51865;9c251a7adc7952a9a773aac289d322a3	380295386;366375010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177768/SRR3177768_2.fastq.gz	1600be18d87ae793c949730d95d51865	9c251a7adc7952a9a773aac289d322a3	FALSE	BC	1988
SRX1592323_SRR3177790	SAMN04494428	SRR3177790	SRX1592323	SAMN04494428	SRS1300422	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_89_UBC_33_L001_R2_001.fastq	VANC/89/UBC/33	VANC/89/UBC/33	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/89/UBC/33	Illumina MiSeq	ILLUMINA	1525244170	3038335	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	6b8d1a5206746961dee409cc7462dfcc;2fe3cb7774eeb24dcf24c332773339d3	498452981;561238595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177790/SRR3177790_2.fastq.gz	6b8d1a5206746961dee409cc7462dfcc	2fe3cb7774eeb24dcf24c332773339d3	FALSE	BC	1989
SRX1592325_SRR3177803	SAMN04494429	SRR3177803	SRX1592325	SAMN04494429	SRS1300424	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_89_UBC_36_L001_R1_001.fastq	VANC/89/UBC/36	VANC/89/UBC/36	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/89/UBC/36	Illumina MiSeq	ILLUMINA	1805995200	3597600	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	f256a70e4ca07efae9a8b8bfbc83f2b3;e57a887f83feaa06dfc6d1c3ced53782	638399441;686697308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177803/SRR3177803_2.fastq.gz	f256a70e4ca07efae9a8b8bfbc83f2b3	e57a887f83feaa06dfc6d1c3ced53782	FALSE	BC	1989
SRX1592328_SRR3177805	SAMN04494430	SRR3177805	SRX1592328	SAMN04494430	SRS1300427	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_89_UBC_37_L001_R1_001.fastq	VANC/89/UBC/37	VANC/89/UBC/37	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/89/UBC/37	Illumina MiSeq	ILLUMINA	675938482	1346491	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	75c461231cf93369109271c45277ba9d;55d6d4f44596377aec8c4f32c3332b3f	267396989;294321892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177805/SRR3177805_2.fastq.gz	75c461231cf93369109271c45277ba9d	55d6d4f44596377aec8c4f32c3332b3f	FALSE	BC	1989
SRX1592329_SRR3177816	SAMN04494431	SRR3177816	SRX1592329	SAMN04494431	SRS1300429	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_89_UBC_48_L001_R2_001.fastq	VANC/89/UBC/48	VANC/89/UBC/48	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/89/UBC/48	Illumina MiSeq	ILLUMINA	839581446	1672473	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	94639895f019d0382f382785c985c27d;7c348aac5999300cfe9c289c7daf7835	284297990;336199892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177816/SRR3177816_2.fastq.gz	94639895f019d0382f382785c985c27d	7c348aac5999300cfe9c289c7daf7835	FALSE	BC	1989
SRX1592330_SRR3177826	SAMN04494432	SRR3177826	SRX1592330	SAMN04494432	SRS1300430	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_89_UBC_59_L001_R2_001.fastq	VANC/89/UBC/59	VANC/89/UBC/59	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/89/UBC/59	Illumina MiSeq	ILLUMINA	688907150	1372325	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	bd1f9f03636dc14ce2fdce4feb1a6549;589789910908f74d947011cde24f2684	240331255;278362061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177826/SRR3177826_2.fastq.gz	bd1f9f03636dc14ce2fdce4feb1a6549	589789910908f74d947011cde24f2684	FALSE	BC	1989
SRX1592331_SRR3177835	SAMN04494433	SRR3177835	SRX1592331	SAMN04494433	SRS1300431	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_90_UBC_47_L001_R2_001.fastq	VANC/90/UBC/47	VANC/90/UBC/47	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/90/UBC/47	Illumina MiSeq	ILLUMINA	930929382	1854441	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	d48b3d33dd70dc4431cf3ec20aa1227a;d46fbbd2ad7df6a3124104ea6b22a325	333951694;382285409	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177835/SRR3177835_2.fastq.gz	d48b3d33dd70dc4431cf3ec20aa1227a	d46fbbd2ad7df6a3124104ea6b22a325	FALSE	BC	1990
